driverId,points,position,race,year
nico-rosberg,25,1,01-australia,2014
kevin-magnussen,18,2,01-australia,2014
jenson-button,15,3,01-australia,2014
fernando-alonso,12,4,01-australia,2014
valtteri-bottas,10,5,01-australia,2014
nico-hulkenberg,8,6,01-australia,2014
kimi-raikkonen,6,7,01-australia,2014
jean-eric-vergne,4,8,01-australia,2014
daniil-kvyat,2,9,01-australia,2014
sergio-perez,1,10,01-australia,2014
adrian-sutil,0,11,01-australia,2014
esteban-gutierrez,0,12,01-australia,2014
max-chilton,0,13,01-australia,2014
nico-rosberg,43,1,02-malaysia,2014
lewis-hamilton,25,2,02-malaysia,2014
fernando-alonso,24,3,02-malaysia,2014
jenson-button,23,4,02-malaysia,2014
kevin-magnussen,20,5,02-malaysia,2014
nico-hulkenberg,18,6,02-malaysia,2014
sebastian-vettel,15,7,02-malaysia,2014
valtteri-bottas,14,8,02-malaysia,2014
kimi-raikkonen,6,9,02-malaysia,2014
felipe-massa,6,10,02-malaysia,2014
jean-eric-vergne,4,11,02-malaysia,2014
daniil-kvyat,3,12,02-malaysia,2014
sergio-perez,1,13,02-malaysia,2014
adrian-sutil,0,14,02-malaysia,2014
romain-grosjean,0,14,02-malaysia,2014
esteban-gutierrez,0,16,02-malaysia,2014
max-chilton,0,17,02-malaysia,2014
kamui-kobayashi,0,18,02-malaysia,2014
marcus-ericsson,0,19,02-malaysia,2014
nico-rosberg,61,1,03-bahrain,2014
lewis-hamilton,50,2,03-bahrain,2014
nico-hulkenberg,28,3,03-bahrain,2014
fernando-alonso,26,4,03-bahrain,2014
jenson-button,23,5,03-bahrain,2014
sebastian-vettel,23,6,03-bahrain,2014
kevin-magnussen,20,7,03-bahrain,2014
valtteri-bottas,18,8,03-bahrain,2014
sergio-perez,16,9,03-bahrain,2014
daniel-ricciardo,12,10,03-bahrain,2014
felipe-massa,12,11,03-bahrain,2014
kimi-raikkonen,7,12,03-bahrain,2014
jean-eric-vergne,4,13,03-bahrain,2014
daniil-kvyat,3,14,03-bahrain,2014
romain-grosjean,0,15,03-bahrain,2014
adrian-sutil,0,16,03-bahrain,2014
esteban-gutierrez,0,17,03-bahrain,2014
max-chilton,0,18,03-bahrain,2014
kamui-kobayashi,0,19,03-bahrain,2014
marcus-ericsson,0,20,03-bahrain,2014
pastor-maldonado,0,20,03-bahrain,2014
jules-bianchi,0,22,03-bahrain,2014
nico-rosberg,79,1,04-china,2014
lewis-hamilton,75,2,04-china,2014
fernando-alonso,41,3,04-china,2014
nico-hulkenberg,36,4,04-china,2014
sebastian-vettel,33,5,04-china,2014
daniel-ricciardo,24,6,04-china,2014
valtteri-bottas,24,7,04-china,2014
jenson-button,23,8,04-china,2014
kevin-magnussen,20,9,04-china,2014
sergio-perez,18,10,04-china,2014
felipe-massa,12,11,04-china,2014
kimi-raikkonen,11,12,04-china,2014
jean-eric-vergne,4,13,04-china,2014
daniil-kvyat,4,14,04-china,2014
romain-grosjean,0,15,04-china,2014
adrian-sutil,0,16,04-china,2014
esteban-gutierrez,0,17,04-china,2014
max-chilton,0,18,04-china,2014
kamui-kobayashi,0,19,04-china,2014
pastor-maldonado,0,20,04-china,2014
marcus-ericsson,0,21,04-china,2014
jules-bianchi,0,22,04-china,2014
lewis-hamilton,100,1,05-spain,2014
nico-rosberg,97,2,05-spain,2014
fernando-alonso,49,3,05-spain,2014
sebastian-vettel,45,4,05-spain,2014
daniel-ricciardo,39,5,05-spain,2014
nico-hulkenberg,37,6,05-spain,2014
valtteri-bottas,34,7,05-spain,2014
jenson-button,23,8,05-spain,2014
kevin-magnussen,20,9,05-spain,2014
sergio-perez,20,10,05-spain,2014
kimi-raikkonen,17,11,05-spain,2014
felipe-massa,12,12,05-spain,2014
romain-grosjean,4,13,05-spain,2014
jean-eric-vergne,4,14,05-spain,2014
daniil-kvyat,4,15,05-spain,2014
adrian-sutil,0,16,05-spain,2014
esteban-gutierrez,0,17,05-spain,2014
max-chilton,0,18,05-spain,2014
kamui-kobayashi,0,19,05-spain,2014
pastor-maldonado,0,20,05-spain,2014
marcus-ericsson,0,21,05-spain,2014
jules-bianchi,0,22,05-spain,2014
nico-rosberg,122,1,06-monaco,2014
lewis-hamilton,118,2,06-monaco,2014
fernando-alonso,61,3,06-monaco,2014
daniel-ricciardo,54,4,06-monaco,2014
nico-hulkenberg,47,5,06-monaco,2014
sebastian-vettel,45,6,06-monaco,2014
valtteri-bottas,34,7,06-monaco,2014
jenson-button,31,8,06-monaco,2014
kevin-magnussen,21,9,06-monaco,2014
sergio-perez,20,10,06-monaco,2014
felipe-massa,18,11,06-monaco,2014
kimi-raikkonen,17,12,06-monaco,2014
romain-grosjean,8,13,06-monaco,2014
jean-eric-vergne,4,14,06-monaco,2014
daniil-kvyat,4,15,06-monaco,2014
jules-bianchi,2,16,06-monaco,2014
marcus-ericsson,0,17,06-monaco,2014
adrian-sutil,0,18,06-monaco,2014
esteban-gutierrez,0,19,06-monaco,2014
max-chilton,0,20,06-monaco,2014
kamui-kobayashi,0,21,06-monaco,2014
pastor-maldonado,0,22,06-monaco,2014
nico-rosberg,140,1,07-canada,2014
lewis-hamilton,118,2,07-canada,2014
daniel-ricciardo,79,3,07-canada,2014
fernando-alonso,69,4,07-canada,2014
sebastian-vettel,60,5,07-canada,2014
nico-hulkenberg,57,6,07-canada,2014
jenson-button,43,7,07-canada,2014
valtteri-bottas,40,8,07-canada,2014
kevin-magnussen,23,9,07-canada,2014
sergio-perez,20,10,07-canada,2014
felipe-massa,18,11,07-canada,2014
kimi-raikkonen,18,12,07-canada,2014
romain-grosjean,8,13,07-canada,2014
jean-eric-vergne,8,14,07-canada,2014
daniil-kvyat,4,15,07-canada,2014
jules-bianchi,2,16,07-canada,2014
adrian-sutil,0,17,07-canada,2014
marcus-ericsson,0,18,07-canada,2014
esteban-gutierrez,0,19,07-canada,2014
max-chilton,0,20,07-canada,2014
kamui-kobayashi,0,21,07-canada,2014
pastor-maldonado,0,22,07-canada,2014
nico-rosberg,165,1,08-austria,2014
lewis-hamilton,136,2,08-austria,2014
daniel-ricciardo,83,3,08-austria,2014
fernando-alonso,79,4,08-austria,2014
sebastian-vettel,60,5,08-austria,2014
nico-hulkenberg,59,6,08-austria,2014
valtteri-bottas,55,7,08-austria,2014
jenson-button,43,8,08-austria,2014
felipe-massa,30,9,08-austria,2014
kevin-magnussen,29,10,08-austria,2014
sergio-perez,28,11,08-austria,2014
kimi-raikkonen,19,12,08-austria,2014
romain-grosjean,8,13,08-austria,2014
jean-eric-vergne,8,14,08-austria,2014
daniil-kvyat,4,15,08-austria,2014
jules-bianchi,2,16,08-austria,2014
adrian-sutil,0,17,08-austria,2014
marcus-ericsson,0,18,08-austria,2014
pastor-maldonado,0,19,08-austria,2014
esteban-gutierrez,0,20,08-austria,2014
max-chilton,0,21,08-austria,2014
kamui-kobayashi,0,22,08-austria,2014
nico-rosberg,165,1,09-great-britain,2014
lewis-hamilton,161,2,09-great-britain,2014
daniel-ricciardo,98,3,09-great-britain,2014
fernando-alonso,87,4,09-great-britain,2014
valtteri-bottas,73,5,09-great-britain,2014
sebastian-vettel,70,6,09-great-britain,2014
nico-hulkenberg,63,7,09-great-britain,2014
jenson-button,55,8,09-great-britain,2014
kevin-magnussen,35,9,09-great-britain,2014
felipe-massa,30,10,09-great-britain,2014
sergio-perez,28,11,09-great-britain,2014
kimi-raikkonen,19,12,09-great-britain,2014
jean-eric-vergne,9,13,09-great-britain,2014
romain-grosjean,8,14,09-great-britain,2014
daniil-kvyat,6,15,09-great-britain,2014
jules-bianchi,2,16,09-great-britain,2014
adrian-sutil,0,17,09-great-britain,2014
marcus-ericsson,0,18,09-great-britain,2014
pastor-maldonado,0,19,09-great-britain,2014
esteban-gutierrez,0,20,09-great-britain,2014
max-chilton,0,21,09-great-britain,2014
kamui-kobayashi,0,22,09-great-britain,2014
nico-rosberg,190,1,10-germany,2014
lewis-hamilton,176,2,10-germany,2014
daniel-ricciardo,106,3,10-germany,2014
fernando-alonso,97,4,10-germany,2014
valtteri-bottas,91,5,10-germany,2014
sebastian-vettel,82,6,10-germany,2014
nico-hulkenberg,69,7,10-germany,2014
jenson-button,59,8,10-germany,2014
kevin-magnussen,37,9,10-germany,2014
felipe-massa,30,10,10-germany,2014
sergio-perez,29,11,10-germany,2014
kimi-raikkonen,19,12,10-germany,2014
jean-eric-vergne,9,13,10-germany,2014
romain-grosjean,8,14,10-germany,2014
daniil-kvyat,6,15,10-germany,2014
jules-bianchi,2,16,10-germany,2014
adrian-sutil,0,17,10-germany,2014
marcus-ericsson,0,18,10-germany,2014
pastor-maldonado,0,19,10-germany,2014
esteban-gutierrez,0,20,10-germany,2014
max-chilton,0,21,10-germany,2014
kamui-kobayashi,0,22,10-germany,2014
nico-rosberg,202,1,11-hungary,2014
lewis-hamilton,191,2,11-hungary,2014
daniel-ricciardo,131,3,11-hungary,2014
fernando-alonso,115,4,11-hungary,2014
valtteri-bottas,95,5,11-hungary,2014
sebastian-vettel,88,6,11-hungary,2014
nico-hulkenberg,69,7,11-hungary,2014
jenson-button,60,8,11-hungary,2014
felipe-massa,40,9,11-hungary,2014
kevin-magnussen,37,10,11-hungary,2014
sergio-perez,29,11,11-hungary,2014
kimi-raikkonen,27,12,11-hungary,2014
jean-eric-vergne,11,13,11-hungary,2014
romain-grosjean,8,14,11-hungary,2014
daniil-kvyat,6,15,11-hungary,2014
jules-bianchi,2,16,11-hungary,2014
adrian-sutil,0,17,11-hungary,2014
marcus-ericsson,0,18,11-hungary,2014
pastor-maldonado,0,19,11-hungary,2014
esteban-gutierrez,0,20,11-hungary,2014
max-chilton,0,21,11-hungary,2014
kamui-kobayashi,0,22,11-hungary,2014
nico-rosberg,220,1,12-belgium,2014
lewis-hamilton,191,2,12-belgium,2014
daniel-ricciardo,156,3,12-belgium,2014
fernando-alonso,121,4,12-belgium,2014
valtteri-bottas,110,5,12-belgium,2014
sebastian-vettel,98,6,12-belgium,2014
nico-hulkenberg,70,7,12-belgium,2014
jenson-button,68,8,12-belgium,2014
felipe-massa,40,9,12-belgium,2014
kimi-raikkonen,39,10,12-belgium,2014
kevin-magnussen,37,11,12-belgium,2014
sergio-perez,33,12,12-belgium,2014
jean-eric-vergne,11,13,12-belgium,2014
romain-grosjean,8,14,12-belgium,2014
daniil-kvyat,8,15,12-belgium,2014
jules-bianchi,2,16,12-belgium,2014
adrian-sutil,0,17,12-belgium,2014
marcus-ericsson,0,18,12-belgium,2014
pastor-maldonado,0,19,12-belgium,2014
esteban-gutierrez,0,20,12-belgium,2014
max-chilton,0,21,12-belgium,2014
kamui-kobayashi,0,22,12-belgium,2014
nico-rosberg,238,1,13-italy,2014
lewis-hamilton,216,2,13-italy,2014
daniel-ricciardo,166,3,13-italy,2014
valtteri-bottas,122,4,13-italy,2014
fernando-alonso,121,5,13-italy,2014
sebastian-vettel,106,6,13-italy,2014
jenson-button,72,7,13-italy,2014
nico-hulkenberg,70,8,13-italy,2014
felipe-massa,55,9,13-italy,2014
kimi-raikkonen,41,10,13-italy,2014
sergio-perez,39,11,13-italy,2014
kevin-magnussen,38,12,13-italy,2014
jean-eric-vergne,11,13,13-italy,2014
romain-grosjean,8,14,13-italy,2014
daniil-kvyat,8,15,13-italy,2014
jules-bianchi,2,16,13-italy,2014
adrian-sutil,0,17,13-italy,2014
marcus-ericsson,0,18,13-italy,2014
pastor-maldonado,0,19,13-italy,2014
esteban-gutierrez,0,20,13-italy,2014
max-chilton,0,21,13-italy,2014
kamui-kobayashi,0,22,13-italy,2014
lewis-hamilton,241,1,14-singapore,2014
nico-rosberg,238,2,14-singapore,2014
daniel-ricciardo,181,3,14-singapore,2014
fernando-alonso,133,4,14-singapore,2014
sebastian-vettel,124,5,14-singapore,2014
valtteri-bottas,122,6,14-singapore,2014
jenson-button,72,7,14-singapore,2014
nico-hulkenberg,72,8,14-singapore,2014
felipe-massa,65,9,14-singapore,2014
sergio-perez,45,10,14-singapore,2014
kimi-raikkonen,45,11,14-singapore,2014
kevin-magnussen,39,12,14-singapore,2014
jean-eric-vergne,19,13,14-singapore,2014
romain-grosjean,8,14,14-singapore,2014
daniil-kvyat,8,15,14-singapore,2014
jules-bianchi,2,16,14-singapore,2014
adrian-sutil,0,17,14-singapore,2014
marcus-ericsson,0,18,14-singapore,2014
pastor-maldonado,0,19,14-singapore,2014
esteban-gutierrez,0,20,14-singapore,2014
max-chilton,0,21,14-singapore,2014
kamui-kobayashi,0,22,14-singapore,2014
lewis-hamilton,266,1,15-japan,2014
nico-rosberg,256,2,15-japan,2014
daniel-ricciardo,193,3,15-japan,2014
sebastian-vettel,139,4,15-japan,2014
fernando-alonso,133,5,15-japan,2014
valtteri-bottas,130,6,15-japan,2014
jenson-button,82,7,15-japan,2014
nico-hulkenberg,76,8,15-japan,2014
felipe-massa,71,9,15-japan,2014
sergio-perez,46,10,15-japan,2014
kimi-raikkonen,45,11,15-japan,2014
kevin-magnussen,39,12,15-japan,2014
jean-eric-vergne,21,13,15-japan,2014
romain-grosjean,8,14,15-japan,2014
daniil-kvyat,8,15,15-japan,2014
jules-bianchi,2,16,15-japan,2014
adrian-sutil,0,17,15-japan,2014
marcus-ericsson,0,18,15-japan,2014
pastor-maldonado,0,19,15-japan,2014
esteban-gutierrez,0,20,15-japan,2014
max-chilton,0,21,15-japan,2014
kamui-kobayashi,0,22,15-japan,2014
lewis-hamilton,291,1,16-russia,2014
nico-rosberg,274,2,16-russia,2014
daniel-ricciardo,199,3,16-russia,2014
valtteri-bottas,145,4,16-russia,2014
sebastian-vettel,143,5,16-russia,2014
fernando-alonso,141,6,16-russia,2014
jenson-button,94,7,16-russia,2014
nico-hulkenberg,76,8,16-russia,2014
felipe-massa,71,9,16-russia,2014
kevin-magnussen,49,10,16-russia,2014
sergio-perez,47,11,16-russia,2014
kimi-raikkonen,47,12,16-russia,2014
jean-eric-vergne,21,13,16-russia,2014
romain-grosjean,8,14,16-russia,2014
daniil-kvyat,8,15,16-russia,2014
jules-bianchi,2,16,16-russia,2014
adrian-sutil,0,17,16-russia,2014
marcus-ericsson,0,18,16-russia,2014
pastor-maldonado,0,19,16-russia,2014
esteban-gutierrez,0,20,16-russia,2014
max-chilton,0,21,16-russia,2014
kamui-kobayashi,0,22,16-russia,2014
lewis-hamilton,316,1,17-united-states,2014
nico-rosberg,292,2,17-united-states,2014
daniel-ricciardo,214,3,17-united-states,2014
valtteri-bottas,155,4,17-united-states,2014
sebastian-vettel,149,5,17-united-states,2014
fernando-alonso,149,6,17-united-states,2014
jenson-button,94,7,17-united-states,2014
felipe-massa,83,8,17-united-states,2014
nico-hulkenberg,76,9,17-united-states,2014
kevin-magnussen,53,10,17-united-states,2014
sergio-perez,47,11,17-united-states,2014
kimi-raikkonen,47,12,17-united-states,2014
jean-eric-vergne,22,13,17-united-states,2014
romain-grosjean,8,14,17-united-states,2014
daniil-kvyat,8,15,17-united-states,2014
pastor-maldonado,2,16,17-united-states,2014
jules-bianchi,2,17,17-united-states,2014
adrian-sutil,0,18,17-united-states,2014
marcus-ericsson,0,19,17-united-states,2014
esteban-gutierrez,0,20,17-united-states,2014
max-chilton,0,21,17-united-states,2014
kamui-kobayashi,0,22,17-united-states,2014
lewis-hamilton,334,1,18-brazil,2014
nico-rosberg,317,2,18-brazil,2014
daniel-ricciardo,214,3,18-brazil,2014
sebastian-vettel,159,4,18-brazil,2014
fernando-alonso,157,5,18-brazil,2014
valtteri-bottas,156,6,18-brazil,2014
jenson-button,106,7,18-brazil,2014
felipe-massa,98,8,18-brazil,2014
nico-hulkenberg,80,9,18-brazil,2014
kevin-magnussen,55,10,18-brazil,2014
kimi-raikkonen,53,11,18-brazil,2014
sergio-perez,47,12,18-brazil,2014
jean-eric-vergne,22,13,18-brazil,2014
romain-grosjean,8,14,18-brazil,2014
daniil-kvyat,8,15,18-brazil,2014
pastor-maldonado,2,16,18-brazil,2014
jules-bianchi,2,17,18-brazil,2014
adrian-sutil,0,18,18-brazil,2014
marcus-ericsson,0,19,18-brazil,2014
esteban-gutierrez,0,20,18-brazil,2014
max-chilton,0,21,18-brazil,2014
kamui-kobayashi,0,22,18-brazil,2014
lewis-hamilton,384,1,19-abu-dhabi,2014
nico-rosberg,317,2,19-abu-dhabi,2014
daniel-ricciardo,238,3,19-abu-dhabi,2014
valtteri-bottas,186,4,19-abu-dhabi,2014
sebastian-vettel,167,5,19-abu-dhabi,2014
fernando-alonso,161,6,19-abu-dhabi,2014
felipe-massa,134,7,19-abu-dhabi,2014
jenson-button,126,8,19-abu-dhabi,2014
nico-hulkenberg,96,9,19-abu-dhabi,2014
sergio-perez,59,10,19-abu-dhabi,2014
kevin-magnussen,55,11,19-abu-dhabi,2014
kimi-raikkonen,55,12,19-abu-dhabi,2014
jean-eric-vergne,22,13,19-abu-dhabi,2014
romain-grosjean,8,14,19-abu-dhabi,2014
daniil-kvyat,8,15,19-abu-dhabi,2014
pastor-maldonado,2,16,19-abu-dhabi,2014
jules-bianchi,2,17,19-abu-dhabi,2014
adrian-sutil,0,18,19-abu-dhabi,2014
marcus-ericsson,0,19,19-abu-dhabi,2014
esteban-gutierrez,0,20,19-abu-dhabi,2014
max-chilton,0,21,19-abu-dhabi,2014
kamui-kobayashi,0,22,19-abu-dhabi,2014
will-stevens,0,23,19-abu-dhabi,2014
