constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,lap,position,race,time,tyreManufacturerId,year
red-bull,daniel-ricciardo,3,tag-heuer,,,49,1,01-australia,1:28.997,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.954,+0.954,23,2,01-australia,1:29.951,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+1.560,+0.606,21,3,01-australia,1:30.557,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+1.649,+0.089,48,4,01-australia,1:30.646,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.704,+0.055,21,5,01-australia,1:30.701,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,+2.519,+0.815,44,6,01-australia,1:31.516,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+2.674,+0.155,23,7,01-australia,1:31.671,pirelli,2016
mclaren,jenson-button,22,honda,+2.687,+0.013,33,8,01-australia,1:31.684,pirelli,2016
williams,felipe-massa,19,mercedes,+3.291,+0.604,39,9,01-australia,1:32.288,pirelli,2016
renault,kevin-magnussen,20,renault,+3.455,+0.164,45,10,01-australia,1:32.452,pirelli,2016
mclaren,fernando-alonso,14,honda,+3.556,+0.101,14,11,01-australia,1:32.553,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+3.676,+0.120,34,12,01-australia,1:32.673,pirelli,2016
sauber,felipe-nasr,12,ferrari,+3.714,+0.038,48,13,01-australia,1:32.711,pirelli,2016
williams,valtteri-bottas,77,mercedes,+3.728,+0.014,51,14,01-australia,1:32.725,pirelli,2016
force-india,sergio-perez,11,mercedes,+3.783,+0.055,39,15,01-australia,1:32.780,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+3.836,+0.053,49,16,01-australia,1:32.833,pirelli,2016
haas,romain-grosjean,8,ferrari,+3.865,+0.029,48,17,01-australia,1:32.862,pirelli,2016
renault,jolyon-palmer,30,renault,+3.958,+0.093,14,18,01-australia,1:32.955,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+4.001,+0.043,4,19,01-australia,1:32.998,pirelli,2016
manor,rio-haryanto,88,mercedes,+4.850,+0.849,15,20,01-australia,1:33.847,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+4.895,+0.045,15,21,01-australia,1:33.892,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,,41,1,02-bahrain,1:34.482,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.195,+0.195,43,2,02-bahrain,1:34.677,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+0.676,+0.481,39,3,02-bahrain,1:35.158,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+0.706,+0.030,53,4,02-bahrain,1:35.188,pirelli,2016
sauber,felipe-nasr,12,ferrari,+0.878,+0.172,49,5,02-bahrain,1:35.360,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+0.966,+0.088,43,6,02-bahrain,1:35.448,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,+1.022,+0.056,49,7,02-bahrain,1:35.504,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,+1.196,+0.174,36,8,02-bahrain,1:35.678,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+1.582,+0.386,44,9,02-bahrain,1:36.064,pirelli,2016
force-india,sergio-perez,11,mercedes,+1.585,+0.003,39,10,02-bahrain,1:36.067,pirelli,2016
haas,romain-grosjean,8,ferrari,+1.613,+0.028,42,11,02-bahrain,1:36.095,pirelli,2016
mclaren,stoffel-vandoorne,47,honda,+1.639,+0.026,44,12,02-bahrain,1:36.121,pirelli,2016
manor,rio-haryanto,88,mercedes,+2.203,+0.564,47,13,02-bahrain,1:36.685,pirelli,2016
renault,kevin-magnussen,20,renault,+2.248,+0.045,40,14,02-bahrain,1:36.730,pirelli,2016
williams,valtteri-bottas,77,mercedes,+2.595,+0.347,37,15,02-bahrain,1:37.077,pirelli,2016
williams,felipe-massa,19,mercedes,+3.078,+0.483,31,16,02-bahrain,1:37.560,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+3.521,+0.443,32,17,02-bahrain,1:38.003,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+3.926,+0.405,22,18,02-bahrain,1:38.408,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+4.859,+0.933,2,19,02-bahrain,1:39.341,pirelli,2016
mclaren,jenson-button,22,honda,+4.945,+0.086,3,20,02-bahrain,1:39.427,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,,,48,1,03-china,1:39.824,pirelli,2016
haas,romain-grosjean,8,ferrari,+0.099,+0.099,47,2,03-china,1:39.923,pirelli,2016
mclaren,jenson-button,22,honda,+0.474,+0.375,46,3,03-china,1:40.298,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+0.544,+0.070,45,4,03-china,1:40.368,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,+0.575,+0.031,41,5,03-china,1:40.399,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.594,+0.019,38,6,03-china,1:40.418,pirelli,2016
sauber,felipe-nasr,12,ferrari,+0.758,+0.164,42,7,03-china,1:40.582,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+0.769,+0.011,40,8,03-china,1:40.593,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.786,+0.017,37,9,03-china,1:40.610,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.838,+0.052,32,10,03-china,1:40.662,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+1.191,+0.353,55,11,03-china,1:41.015,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1.661,+0.470,35,12,03-china,1:41.485,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+1.665,+0.004,48,13,03-china,1:41.489,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,+1.722,+0.057,38,14,03-china,1:41.546,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1.734,+0.012,23,15,03-china,1:41.558,pirelli,2016
williams,felipe-massa,19,mercedes,+1.991,+0.257,34,16,03-china,1:41.815,pirelli,2016
force-india,sergio-perez,11,mercedes,+2.022,+0.031,30,17,03-china,1:41.846,pirelli,2016
manor,rio-haryanto,88,mercedes,+2.185,+0.163,42,18,03-china,1:42.009,pirelli,2016
mclaren,fernando-alonso,14,honda,+2.402,+0.217,36,19,03-china,1:42.226,pirelli,2016
renault,jolyon-palmer,30,renault,+2.408,+0.006,26,20,03-china,1:42.232,pirelli,2016
renault,kevin-magnussen,20,renault,+2.487,+0.079,22,21,03-china,1:42.311,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+3.445,+0.958,41,22,03-china,1:43.269,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,,52,1,04-russia,1:39.094,pirelli,2016
williams,felipe-massa,19,mercedes,+0.649,+0.649,52,2,04-russia,1:39.743,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.007,+0.358,47,3,04-russia,1:40.101,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+1.172,+0.165,36,4,04-russia,1:40.266,pirelli,2016
mclaren,fernando-alonso,14,honda,+1.253,+0.081,52,5,04-russia,1:40.347,pirelli,2016
williams,valtteri-bottas,77,mercedes,+2.065,+0.812,37,6,04-russia,1:41.159,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+2.085,+0.020,46,7,04-russia,1:41.179,pirelli,2016
mclaren,jenson-button,22,honda,+2.626,+0.541,50,8,04-russia,1:41.720,pirelli,2016
renault,kevin-magnussen,20,renault,+2.738,+0.112,50,9,04-russia,1:41.832,pirelli,2016
force-india,sergio-perez,11,mercedes,+2.803,+0.065,47,10,04-russia,1:41.897,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+2.813,+0.010,43,11,04-russia,1:41.907,pirelli,2016
haas,romain-grosjean,8,ferrari,+2.932,+0.119,51,12,04-russia,1:42.026,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,+2.935,+0.003,32,13,04-russia,1:42.029,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+2.956,+0.021,45,14,04-russia,1:42.050,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+3.111,+0.155,41,15,04-russia,1:42.205,pirelli,2016
sauber,felipe-nasr,12,ferrari,+3.159,+0.048,50,16,04-russia,1:42.253,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,+3.250,+0.091,44,17,04-russia,1:42.344,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+3.284,+0.034,52,18,04-russia,1:42.378,pirelli,2016
renault,jolyon-palmer,30,renault,+3.566,+0.282,37,19,04-russia,1:42.660,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,,,53,1,05-spain,1:26.948,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+1.026,+1.026,39,2,05-spain,1:27.974,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+1.261,+0.235,46,3,05-spain,1:28.209,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.590,+0.329,38,4,05-spain,1:28.538,pirelli,2016
renault,kevin-magnussen,20,renault,+1.768,+0.178,57,5,05-spain,1:28.716,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+1.868,+0.100,36,6,05-spain,1:28.816,pirelli,2016
haas,romain-grosjean,8,ferrari,+2.026,+0.158,41,7,05-spain,1:28.974,pirelli,2016
williams,valtteri-bottas,77,mercedes,+2.133,+0.107,60,8,05-spain,1:29.081,pirelli,2016
williams,felipe-massa,19,mercedes,+2.290,+0.157,43,9,05-spain,1:29.238,pirelli,2016
manor,rio-haryanto,88,mercedes,+2.454,+0.164,52,10,05-spain,1:29.402,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+2.715,+0.261,42,11,05-spain,1:29.663,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+2.767,+0.052,42,12,05-spain,1:29.715,pirelli,2016
mclaren,fernando-alonso,14,honda,+2.802,+0.035,41,13,05-spain,1:29.750,pirelli,2016
renault,jolyon-palmer,30,renault,+2.831,+0.029,35,14,05-spain,1:29.779,pirelli,2016
force-india,sergio-perez,11,mercedes,+2.853,+0.022,37,15,05-spain,1:29.801,pirelli,2016
sauber,felipe-nasr,12,ferrari,+2.957,+0.104,38,16,05-spain,1:29.905,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+3.191,+0.234,34,17,05-spain,1:30.139,pirelli,2016
mclaren,jenson-button,22,honda,+3.312,+0.121,39,18,05-spain,1:30.260,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+4.234,+0.922,37,19,05-spain,1:31.182,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+4.862,+0.628,8,20,05-spain,1:31.810,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,,71,1,06-monaco,1:17.939,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.066,+0.066,62,2,06-monaco,1:18.005,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.355,+0.289,67,3,06-monaco,1:18.294,pirelli,2016
force-india,sergio-perez,11,mercedes,+0.507,+0.152,64,4,06-monaco,1:18.446,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+0.580,+0.073,70,5,06-monaco,1:18.519,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.824,+0.244,74,6,06-monaco,1:18.763,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1.192,+0.368,69,7,06-monaco,1:19.131,pirelli,2016
mclaren,fernando-alonso,14,honda,+1.231,+0.039,72,8,06-monaco,1:19.170,pirelli,2016
williams,felipe-massa,19,mercedes,+1.274,+0.043,69,9,06-monaco,1:19.213,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1.284,+0.010,66,10,06-monaco,1:19.223,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1.293,+0.009,74,11,06-monaco,1:19.232,pirelli,2016
mclaren,jenson-button,22,honda,+1.731,+0.438,66,12,06-monaco,1:19.670,pirelli,2016
manor,rio-haryanto,88,mercedes,+1.929,+0.198,70,13,06-monaco,1:19.868,pirelli,2016
haas,romain-grosjean,8,ferrari,+2.280,+0.351,65,14,06-monaco,1:20.219,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+2.433,+0.153,60,15,06-monaco,1:20.372,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+3.403,+0.970,51,16,06-monaco,1:21.342,pirelli,2016
sauber,felipe-nasr,12,ferrari,+3.950,+0.547,46,17,06-monaco,1:21.889,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+8.624,+4.674,34,18,06-monaco,1:26.563,pirelli,2016
renault,kevin-magnussen,20,renault,+11.863,+3.239,27,19,06-monaco,1:29.802,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+19.956,+8.093,14,20,06-monaco,1:37.895,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+29.210,+9.254,10,21,06-monaco,1:47.149,pirelli,2016
renault,jolyon-palmer,30,renault,+40.535,+11.325,2,22,06-monaco,1:58.474,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,,60,1,07-canada,1:15.599,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.382,+0.382,68,2,07-canada,1:15.981,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.698,+0.316,70,3,07-canada,1:16.297,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+0.720,+0.022,49,4,07-canada,1:16.319,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.907,+0.187,51,5,07-canada,1:16.506,pirelli,2016
force-india,sergio-perez,11,mercedes,+0.960,+0.053,54,6,07-canada,1:16.559,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+0.979,+0.019,54,7,07-canada,1:16.578,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1.005,+0.026,68,8,07-canada,1:16.604,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.320,+0.315,44,9,07-canada,1:16.919,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1.339,+0.019,68,10,07-canada,1:16.938,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1.343,+0.004,50,11,07-canada,1:16.942,pirelli,2016
haas,romain-grosjean,8,ferrari,+1.682,+0.339,50,12,07-canada,1:17.281,pirelli,2016
mclaren,fernando-alonso,14,honda,+1.708,+0.026,67,13,07-canada,1:17.307,pirelli,2016
williams,felipe-massa,19,mercedes,+1.825,+0.117,32,14,07-canada,1:17.424,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+2.129,+0.304,48,15,07-canada,1:17.728,pirelli,2016
sauber,felipe-nasr,12,ferrari,+2.284,+0.155,66,16,07-canada,1:17.883,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+2.501,+0.217,63,17,07-canada,1:18.100,pirelli,2016
renault,kevin-magnussen,20,renault,+2.625,+0.124,42,18,07-canada,1:18.224,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+2.683,+0.058,48,19,07-canada,1:18.282,pirelli,2016
manor,rio-haryanto,88,mercedes,+3.059,+0.376,57,20,07-canada,1:18.658,pirelli,2016
mclaren,jenson-button,22,honda,+3.857,+0.798,5,21,07-canada,1:19.456,pirelli,2016
renault,jolyon-palmer,30,renault,+4.280,+0.423,6,22,07-canada,1:19.879,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,,48,1,08-europe,1:46.485,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.337,+0.337,42,2,08-europe,1:46.822,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+0.488,+0.151,50,3,08-europe,1:46.973,pirelli,2016
force-india,sergio-perez,11,mercedes,+0.505,+0.017,45,4,08-europe,1:46.990,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.543,+0.038,49,5,08-europe,1:47.028,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+0.696,+0.153,41,6,08-europe,1:47.181,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1.078,+0.382,50,7,08-europe,1:47.563,pirelli,2016
renault,jolyon-palmer,30,renault,+1.098,+0.020,48,8,08-europe,1:47.583,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1.119,+0.021,50,9,08-europe,1:47.604,pirelli,2016
mclaren,jenson-button,22,honda,+1.137,+0.018,50,10,08-europe,1:47.622,pirelli,2016
sauber,felipe-nasr,12,ferrari,+1.223,+0.086,48,11,08-europe,1:47.708,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+1.251,+0.028,51,12,08-europe,1:47.736,pirelli,2016
williams,felipe-massa,19,mercedes,+1.276,+0.025,35,13,08-europe,1:47.761,pirelli,2016
haas,romain-grosjean,8,ferrari,+1.458,+0.182,48,14,08-europe,1:47.943,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1.527,+0.069,37,15,08-europe,1:48.012,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+2.319,+0.792,31,16,08-europe,1:48.804,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+2.413,+0.094,48,17,08-europe,1:48.898,pirelli,2016
mclaren,fernando-alonso,14,honda,+2.616,+0.203,27,18,08-europe,1:49.101,pirelli,2016
renault,kevin-magnussen,20,renault,+2.797,+0.181,41,19,08-europe,1:49.282,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+4.086,+1.289,33,20,08-europe,1:50.571,pirelli,2016
manor,rio-haryanto,88,mercedes,+4.880,+0.794,27,21,08-europe,1:51.365,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+6.682,+1.802,2,22,08-europe,1:53.167,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,,67,1,09-austria,1:08.411,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.080,+0.080,66,2,09-austria,1:08.491,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.359,+0.279,66,3,09-austria,1:08.770,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+0.465,+0.106,66,4,09-austria,1:08.876,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+1.207,+0.742,69,5,09-austria,1:09.618,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+1.283,+0.076,55,6,09-austria,1:09.694,pirelli,2016
williams,felipe-massa,19,mercedes,+1.488,+0.205,59,7,09-austria,1:09.899,pirelli,2016
haas,romain-grosjean,8,ferrari,+1.514,+0.026,67,8,09-austria,1:09.925,pirelli,2016
mclaren,jenson-button,22,honda,+1.590,+0.076,70,9,09-austria,1:10.001,pirelli,2016
force-india,sergio-perez,11,mercedes,+1.709,+0.119,66,10,09-austria,1:10.120,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1.727,+0.018,68,11,09-austria,1:10.138,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1.799,+0.072,55,12,09-austria,1:10.210,pirelli,2016
renault,jolyon-palmer,30,renault,+1.817,+0.018,53,13,09-austria,1:10.228,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1.898,+0.081,53,14,09-austria,1:10.309,pirelli,2016
manor,rio-haryanto,88,mercedes,+1.931,+0.033,66,15,09-austria,1:10.342,pirelli,2016
sauber,felipe-nasr,12,ferrari,+2.004,+0.073,46,16,09-austria,1:10.415,pirelli,2016
renault,kevin-magnussen,20,renault,+2.039,+0.035,56,17,09-austria,1:10.450,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+2.293,+0.254,58,18,09-austria,1:10.704,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+2.448,+0.155,67,19,09-austria,1:10.859,pirelli,2016
mclaren,fernando-alonso,14,honda,+2.609,+0.161,44,20,09-austria,1:11.020,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+3.030,+0.421,10,21,09-austria,1:11.441,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+9.891,+6.861,2,22,09-austria,1:18.302,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,,44,1,10-great-britain,1:35.548,pirelli,2016
mclaren,fernando-alonso,14,honda,+0.121,+0.121,43,2,10-great-britain,1:35.669,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.223,+0.102,45,3,10-great-britain,1:35.771,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.465,+0.242,52,4,10-great-britain,1:36.013,pirelli,2016
williams,felipe-massa,19,mercedes,+0.593,+0.128,40,5,10-great-britain,1:36.141,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+0.859,+0.266,41,6,10-great-britain,1:36.407,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+1.385,+0.526,44,7,10-great-britain,1:36.933,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.446,+0.061,39,8,10-great-britain,1:36.994,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1.835,+0.389,45,9,10-great-britain,1:37.383,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1.853,+0.018,43,10,10-great-britain,1:37.401,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+2.070,+0.217,51,11,10-great-britain,1:37.618,pirelli,2016
renault,kevin-magnussen,20,renault,+2.071,+0.001,43,12,10-great-britain,1:37.619,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+2.119,+0.048,35,13,10-great-britain,1:37.667,pirelli,2016
haas,esteban-gutierrez,21,ferrari,+2.165,+0.046,44,14,10-great-britain,1:37.713,pirelli,2016
force-india,sergio-perez,11,mercedes,+2.352,+0.187,35,15,10-great-britain,1:37.900,pirelli,2016
mclaren,jenson-button,22,honda,+2.359,+0.007,36,16,10-great-britain,1:37.907,pirelli,2016
sauber,felipe-nasr,12,ferrari,+3.162,+0.803,43,17,10-great-britain,1:38.710,pirelli,2016
renault,jolyon-palmer,30,renault,+4.207,+1.045,36,18,10-great-britain,1:39.755,pirelli,2016
manor,rio-haryanto,88,mercedes,+5.832,+1.625,23,19,10-great-britain,1:41.380,pirelli,2016
haas,romain-grosjean,8,ferrari,+19.959,+14.127,14,20,10-great-britain,1:55.507,pirelli,2016
sauber,marcus-ericsson,9,ferrari,+24.738,+4.779,9,21,10-great-britain,2:00.286,pirelli,2016
manor,pascal-wehrlein,94,mercedes,+1:13.256,+48.518,4,22,10-great-britain,2:48.804,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,,,52,1,11-hungary,1:23.086,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.584,+0.584,60,2,11-hungary,1:23.670,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.763,+0.179,69,3,11-hungary,1:23.849,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+1.297,+0.534,59,4,11-hungary,1:24.383,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+1.522,+0.225,60,5,11-hungary,1:24.608,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1.583,+0.061,48,6,11-hungary,1:24.669,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+1.601,+0.018,40,7,11-hungary,1:24.687,pirelli,2016
mclaren,fernando-alonso,14,honda,+1.872,+0.271,62,8,11-hungary,1:24.958,pirelli,2016
force-india,sergio-perez,11,mercedes,+1.935,+0.063,65,9,11-hungary,1:25.021,pirelli,2016
