constructorId,engineManufacturerId,points,position,race,year
mercedes,mercedes,41,1,01-bahrain,2021
red-bull,honda,28,2,01-bahrain,2021
mclaren,mercedes,18,3,01-bahrain,2021
ferrari,ferrari,12,4,01-bahrain,2021
alphatauri,honda,2,5,01-bahrain,2021
aston-martin,mercedes,1,6,01-bahrain,2021
alfa-romeo,ferrari,0,7,01-bahrain,2021
alpine,renault,0,8,01-bahrain,2021
williams,mercedes,0,9,01-bahrain,2021
haas,ferrari,0,10,01-bahrain,2021
mercedes,mercedes,60,1,02-emilia-romagna,2021
red-bull,honda,53,2,02-emilia-romagna,2021
mclaren,mercedes,41,3,02-emilia-romagna,2021
ferrari,ferrari,34,4,02-emilia-romagna,2021
alphatauri,honda,8,5,02-emilia-romagna,2021
aston-martin,mercedes,5,6,02-emilia-romagna,2021
alpine,renault,3,7,02-emilia-romagna,2021
alfa-romeo,ferrari,0,8,02-emilia-romagna,2021
williams,mercedes,0,9,02-emilia-romagna,2021
haas,ferrari,0,10,02-emilia-romagna,2021
mercedes,mercedes,101,1,03-portugal,2021
red-bull,honda,83,2,03-portugal,2021
mclaren,mercedes,53,3,03-portugal,2021
ferrari,ferrari,42,4,03-portugal,2021
alpine,renault,13,5,03-portugal,2021
alphatauri,honda,9,6,03-portugal,2021
aston-martin,mercedes,5,7,03-portugal,2021
alfa-romeo,ferrari,0,8,03-portugal,2021
williams,mercedes,0,9,03-portugal,2021
haas,ferrari,0,10,03-portugal,2021
mercedes,mercedes,141,1,04-spain,2021
red-bull,honda,112,2,04-spain,2021
mclaren,mercedes,65,3,04-spain,2021
ferrari,ferrari,60,4,04-spain,2021
alpine,renault,15,5,04-spain,2021
alphatauri,honda,10,6,04-spain,2021
aston-martin,mercedes,5,7,04-spain,2021
alfa-romeo,ferrari,0,8,04-spain,2021
williams,mercedes,0,9,04-spain,2021
haas,ferrari,0,10,04-spain,2021
red-bull,honda,149,1,05-monaco,2021
mercedes,mercedes,148,2,05-monaco,2021
mclaren,mercedes,80,3,05-monaco,2021
ferrari,ferrari,78,4,05-monaco,2021
aston-martin,mercedes,19,5,05-monaco,2021
alphatauri,honda,18,6,05-monaco,2021
alpine,renault,17,7,05-monaco,2021
alfa-romeo,ferrari,1,8,05-monaco,2021
williams,mercedes,0,9,05-monaco,2021
haas,ferrari,0,10,05-monaco,2021
red-bull,honda,174,1,06-azerbaijan,2021
mercedes,mercedes,148,2,06-azerbaijan,2021
ferrari,ferrari,94,3,06-azerbaijan,2021
mclaren,mercedes,92,4,06-azerbaijan,2021
alphatauri,honda,39,5,06-azerbaijan,2021
aston-martin,mercedes,37,6,06-azerbaijan,2021
alpine,renault,25,7,06-azerbaijan,2021
alfa-romeo,ferrari,2,8,06-azerbaijan,2021
haas,ferrari,0,9,06-azerbaijan,2021
williams,mercedes,0,10,06-azerbaijan,2021
red-bull,honda,215,1,07-france,2021
mercedes,mercedes,178,2,07-france,2021
mclaren,mercedes,110,3,07-france,2021
ferrari,ferrari,94,4,07-france,2021
alphatauri,honda,45,5,07-france,2021
aston-martin,mercedes,40,6,07-france,2021
alpine,renault,29,7,07-france,2021
alfa-romeo,ferrari,2,8,07-france,2021
williams,mercedes,0,9,07-france,2021
haas,ferrari,0,10,07-france,2021
red-bull,honda,252,1,08-styria,2021
mercedes,mercedes,212,2,08-styria,2021
mclaren,mercedes,120,3,08-styria,2021
ferrari,ferrari,108,4,08-styria,2021
alphatauri,honda,46,5,08-styria,2021
aston-martin,mercedes,44,6,08-styria,2021
alpine,renault,31,7,08-styria,2021
alfa-romeo,ferrari,2,8,08-styria,2021
williams,mercedes,0,9,08-styria,2021
haas,ferrari,0,10,08-styria,2021
red-bull,honda,286,1,09-austria,2021
mercedes,mercedes,242,2,09-austria,2021
mclaren,mercedes,141,3,09-austria,2021
ferrari,ferrari,122,4,09-austria,2021
alphatauri,honda,48,5,09-austria,2021
aston-martin,mercedes,44,6,09-austria,2021
alpine,renault,32,7,09-austria,2021
alfa-romeo,ferrari,2,8,09-austria,2021
williams,mercedes,0,9,09-austria,2021
haas,ferrari,0,10,09-austria,2021
red-bull,honda,289,1,10-great-britain,2021
mercedes,mercedes,285,2,10-great-britain,2021
mclaren,mercedes,163,3,10-great-britain,2021
ferrari,ferrari,148,4,10-great-britain,2021
alphatauri,honda,49,5,10-great-britain,2021
aston-martin,mercedes,48,6,10-great-britain,2021
alpine,renault,40,7,10-great-britain,2021
alfa-romeo,ferrari,2,8,10-great-britain,2021
williams,mercedes,0,9,10-great-britain,2021
haas,ferrari,0,10,10-great-britain,2021
mercedes,mercedes,303,1,11-hungary,2021
red-bull,honda,291,2,11-hungary,2021
ferrari,ferrari,163,3,11-hungary,2021
mclaren,mercedes,163,4,11-hungary,2021
alpine,renault,77,5,11-hungary,2021
alphatauri,honda,68,6,11-hungary,2021
aston-martin,mercedes,48,7,11-hungary,2021
williams,mercedes,10,8,11-hungary,2021
alfa-romeo,ferrari,3,9,11-hungary,2021
haas,ferrari,0,10,11-hungary,2021
mercedes,mercedes,310.5,1,12-belgium,2021
red-bull,honda,303.5,2,12-belgium,2021
mclaren,mercedes,169,3,12-belgium,2021
ferrari,ferrari,165.5,4,12-belgium,2021
alpine,renault,80,5,12-belgium,2021
alphatauri,honda,72,6,12-belgium,2021
aston-martin,mercedes,53,7,12-belgium,2021
williams,mercedes,20,8,12-belgium,2021
alfa-romeo,ferrari,3,9,12-belgium,2021
haas,ferrari,0,10,12-belgium,2021
mercedes,mercedes,344.5,1,13-netherlands,2021
red-bull,honda,332.5,2,13-netherlands,2021
ferrari,ferrari,181.5,3,13-netherlands,2021
mclaren,mercedes,170,4,13-netherlands,2021
alpine,renault,90,5,13-netherlands,2021
alphatauri,honda,84,6,13-netherlands,2021
aston-martin,mercedes,53,7,13-netherlands,2021
williams,mercedes,20,8,13-netherlands,2021
alfa-romeo,ferrari,3,9,13-netherlands,2021
haas,ferrari,0,10,13-netherlands,2021
mercedes,mercedes,362.5,1,14-italy,2021
red-bull,honda,344.5,2,14-italy,2021
mclaren,mercedes,215,3,14-italy,2021
ferrari,ferrari,201.5,4,14-italy,2021
alpine,renault,95,5,14-italy,2021
alphatauri,honda,84,6,14-italy,2021
aston-martin,mercedes,59,7,14-italy,2021
williams,mercedes,22,8,14-italy,2021
alfa-romeo,ferrari,3,9,14-italy,2021
haas,ferrari,0,10,14-italy,2021
mercedes,mercedes,397.5,1,15-russia,2021
red-bull,honda,364.5,2,15-russia,2021
mclaren,mercedes,234,3,15-russia,2021
ferrari,ferrari,216.5,4,15-russia,2021
alpine,renault,103,5,15-russia,2021
alphatauri,honda,84,6,15-russia,2021
aston-martin,mercedes,59,7,15-russia,2021
williams,mercedes,23,8,15-russia,2021
alfa-romeo,ferrari,7,9,15-russia,2021
haas,ferrari,0,10,15-russia,2021
mercedes,mercedes,433.5,1,16-turkey,2021
red-bull,honda,397.5,2,16-turkey,2021
mclaren,mercedes,240,3,16-turkey,2021
ferrari,ferrari,232.5,4,16-turkey,2021
alpine,renault,104,5,16-turkey,2021
alphatauri,honda,92,6,16-turkey,2021
aston-martin,mercedes,61,7,16-turkey,2021
williams,mercedes,23,8,16-turkey,2021
alfa-romeo,ferrari,7,9,16-turkey,2021
haas,ferrari,0,10,16-turkey,2021
mercedes,mercedes,460.5,1,17-united-states,2021
red-bull,honda,437.5,2,17-united-states,2021
mclaren,mercedes,254,3,17-united-states,2021
ferrari,ferrari,250.5,4,17-united-states,2021
alpine,renault,104,5,17-united-states,2021
alphatauri,honda,94,6,17-united-states,2021
aston-martin,mercedes,62,7,17-united-states,2021
williams,mercedes,23,8,17-united-states,2021
alfa-romeo,ferrari,7,9,17-united-states,2021
haas,ferrari,0,10,17-united-states,2021
mercedes,mercedes,478.5,1,18-mexico,2021
red-bull,honda,477.5,2,18-mexico,2021
ferrari,ferrari,268.5,3,18-mexico,2021
mclaren,mercedes,255,4,18-mexico,2021
alpine,renault,106,5,18-mexico,2021
alphatauri,honda,106,6,18-mexico,2021
aston-martin,mercedes,68,7,18-mexico,2021
williams,mercedes,23,8,18-mexico,2021
alfa-romeo,ferrari,11,9,18-mexico,2021
haas,ferrari,0,10,18-mexico,2021
mercedes,mercedes,521.5,1,19-sao-paulo,2021
red-bull,honda,510.5,2,19-sao-paulo,2021
ferrari,ferrari,287.5,3,19-sao-paulo,2021
mclaren,mercedes,256,4,19-sao-paulo,2021
alpine,renault,112,5,19-sao-paulo,2021
alphatauri,honda,112,6,19-sao-paulo,2021
aston-martin,mercedes,68,7,19-sao-paulo,2021
williams,mercedes,23,8,19-sao-paulo,2021
alfa-romeo,ferrari,11,9,19-sao-paulo,2021
haas,ferrari,0,10,19-sao-paulo,2021
mercedes,mercedes,546.5,1,20-qatar,2021
red-bull,honda,541.5,2,20-qatar,2021
ferrari,ferrari,297.5,3,20-qatar,2021
mclaren,mercedes,258,4,20-qatar,2021
alpine,renault,137,5,20-qatar,2021
alphatauri,honda,112,6,20-qatar,2021
aston-martin,mercedes,77,7,20-qatar,2021
williams,mercedes,23,8,20-qatar,2021
alfa-romeo,ferrari,11,9,20-qatar,2021
haas,ferrari,0,10,20-qatar,2021
mercedes,mercedes,587.5,1,21-saudi-arabia,2021
red-bull,honda,559.5,2,21-saudi-arabia,2021
ferrari,ferrari,307.5,3,21-saudi-arabia,2021
mclaren,mercedes,269,4,21-saudi-arabia,2021
alpine,renault,149,5,21-saudi-arabia,2021
alphatauri,honda,120,6,21-saudi-arabia,2021
aston-martin,mercedes,77,7,21-saudi-arabia,2021
williams,mercedes,23,8,21-saudi-arabia,2021
alfa-romeo,ferrari,13,9,21-saudi-arabia,2021
haas,ferrari,0,10,21-saudi-arabia,2021
mercedes,mercedes,613.5,1,22-abu-dhabi,2021
red-bull,honda,585.5,2,22-abu-dhabi,2021
ferrari,ferrari,323.5,3,22-abu-dhabi,2021
mclaren,mercedes,275,4,22-abu-dhabi,2021
alpine,renault,155,5,22-abu-dhabi,2021
alphatauri,honda,142,6,22-abu-dhabi,2021
aston-martin,mercedes,77,7,22-abu-dhabi,2021
williams,mercedes,23,8,22-abu-dhabi,2021
alfa-romeo,ferrari,13,9,22-abu-dhabi,2021
haas,ferrari,0,10,22-abu-dhabi,2021
